PROVINSI;KAB/KOT;ID;NDBI;NDVI;NDWI;CO2;CO;NO2;Curah Hujan (BMKG);Temperature (BMKG);Kelembaban (BMKG);KEP. PENDUDUK;JUMLAH PENDUDUK;PRESENTASE PENDUDUK MISKIN;JUMLAH DOKTER;RASIO DOKTER
Jawa Barat;Subang;ID3213;-0,24613;0,519512592;-0,4883;0,0001694;0,0311759;0,0000604;6,0652;26,7363;79,6566;842;1612576;9,31;158;0,097979878
Jawa Barat;Purwakarta;ID3214;-0,22268;0,691432639;-0,6055;0,0001816;0,0309997;0,0000662;7,5320;25,6701;81,9944;1.208;971889;8,27;187;0,192408804
Jawa Barat;Karawang;ID3215;-0,25393;0,36327283;-0,3789;0,0001714;0,0315171;0,0000624;5,4206;27,6739;79,8626;1.476;2370488;8,26;423;0,17844427
Jawa Barat;Bekasi;ID3216;-0,10547;0,332019613;-0,3555;0,0001942;0,0318403;0,0000756;6,0727;27,7669;80,4295;2.541;3899017;4,82;1272;0,326236074
Jawa Barat;Bandung Barat;ID3217;-0,21487;0,69924518;-0,6133;0,0001580;0,0287274;0,0000591;5,9079;22,9678;85,2775;1.370;1714982;10,49;174;0,101458791
Jawa Barat;Pangandaran;ID3218;-0,30081;0,761790108;-0,6524;0,0001004;0,0284516;0,0000443;10,7386;26,6237;85,0744;419;401493;8,99;56;0,139479393
Jawa Barat;Kota Bogor;ID3271;-0,01172;0,394505735;-0,3867;0,0002235;0,0315615;0,0000968;12,0214;24,8502;82,5520;14.474;1126927;6,68;447;0,396653909
Jawa Barat;Kota Sukabumi;ID3272;-0,10549;0,457049087;-0,4336;0,0001549;0,0293471;0,0000579;9,3478;22,4099;86,3626;4.173;330691;7,7;235;0,710633189
Jawa Barat;Kota Bandung;ID3273;0,09766;0,207003301;-0,2929;0,0001403;0,0287725;0,0000653;6,3902;23,8075;84,5732;14.577;2510103;3,99;671;0,267319708
Jawa Barat;Kota Cirebon;ID3274;0,02732;0,339862706;-0,3867;0,0001472;0,0309198;0,0000606;7,5652;29,0388;79,7637;10.267;322322;9,52;358;1,110690552
Jawa Barat;Kota Bekasi;ID3275;0,08203;0,214800818;-0,2695;0,0002348;0,0328851;0,0001155;6,8455;27,6782;80,6356;12.311;3075690;4,38;1758;0,57157906
Jawa Barat;Kota Depok;ID3276;0,02735;0,308595784;-0,3398;0,0002370;0,0331458;0,0001064;8,6546;26,9823;80,6725;7.178;2484186;2,45;519;0,208921554
Jawa Barat;Kota Cimahi;ID3277;0,08986;0,230437548;-0,3164;0,0001628;0,0291185;0,0000709;5,9887;23,5968;84,5895;8.921;620393;5,11;241;0,388463442
Jawa Barat;Kota Tasikmalaya;ID3278;-0,19143;0,589846322;-0,5274;0,0001266;0,0283848;0,0000479;10,2307;25,1963;89,3649;8.802;663986;12,97;170;0,256029495
Jawa Barat;Kota Banjar;ID3279;-0,23833;0,668028835;-0,5821;0,0001258;0,0301890;0,0000475;8,1722;26,7519;87,0996;1.771;183299;6,09;37;0,201855984
Jawa Tengah;Cilacap;ID3301;-0,24612;0,667993752;-0,5742;0,0001190;0,0296154;0,0000498;10,3233;26,7844;85,6798;837;1944857;11,46;217;0,111576327
Jawa Tengah;Banyumas;ID3302;-0,23831;0,683612836;-0,5899;0,0001121;0,0296268;0,0000490;12,4271;26,1934;85,9040;1.273;1776918;13,26;405;0,227922729
Jawa Tengah;Purbalingga;ID3303;-0,26175;0,714900844;-0,6133;0,0001232;0,0293634;0,0000484;14,2376;25,8307;86,1348;1.235;998561;15,9;145;0,145208956
Jawa Tengah;Banjarnegara;ID3304;-0,28518;0,761764147;-0,6602;0,0001121;0,0278625;0,0000475;12,6888;24,8559;87,0081;886;1017767;15,64;123;0,120852808
Jawa Tengah;Kebumen;ID3305;-0,21486;0,652345011;-0,5742;0,0001238;0,0292417;0,0000472;10,2619;26,7088;84,6606;1.008;1350438;17,59;290;0,214745142
Jawa Tengah;Purworejo;ID3306;-0,26176;0,738334265;-0,6446;0,0001257;0,0292116;0,0000481;8,5719;26,2423;85,0880;709;769880;11,78;157;0,203927885
Jawa Tengah;Wonosobo;ID3307;-0,29300;0,785223244;-0,6837;0,0001084;0,0270522;0,0000484;11,5577;24,1837;87,5103;866;879124;17,36;94;0,10692462
Jawa Tengah;Magelang;ID3308;-0,23832;0,722664195;-0,6289;0,0001359;0,0281483;0,0000537;8,9116;24,7474;86,8233;1.147;1299859;11,27;160;0,123090274
Jawa Tengah;Boyolali;ID3309;-0,12891;0,628906879;-0,5742;0,0001494;0,0298324;0,0000537;8,0986;26,2067;82,2832;966;1062713;10,18;178;0,167495834
Jawa Tengah;Klaten;ID3310;-0,16018;0,574227836;-0,5195;0,0001508;0,0297340;0,0000546;6,7418;26,3900;84,0021;1.801;1260506;12,89;230;0,182466406
Jawa Tengah;Sukoharjo;ID3311;-0,09767;0,550807893;-0,5117;0,0001504;0,0301127;0,0000558;5,8777;27,0058;82,7836;1.833;907587;7,68;251;0,276557509
Jawa Tengah;Wonogiri;ID3312;-0,10547;0,636730015;-0,5977;0,0001123;0,0276322;0,0000479;6,2726;25,8775;84,5338;546;1043177;10,86;200;0,191722018
Jawa Tengah;Karanganyar;ID3313;-0,17580;0,644553652;-0,5820;0,0001395;0,0288585;0,0000546;6,7760;25,7905;81,6214;1.162;931963;10,28;166;0,178118659
Jawa Tengah;Sragen;ID3314;-0,10547;0,58204235;-0,5274;0,0001551;0,0302811;0,0000546;6,5249;27,5467;78,7623;980;976951;13,38;181;0,185270295
Jawa Tengah;Grobogan;ID3315;-0,04297;0,535163685;-0,5039;0,0001404;0,0301286;0,0000528;6,2827;28,0346;78,2155;716;1453526;12,46;200;0,137596438
Jawa Tengah;Blora;ID3316;-0,03516;0,566402975;-0,5273;0,0001318;0,0295908;0,0000512;4,9101;27,6115;78,5810;450;884333;11,96;145;0,163965384
Jawa Tengah;Rembang;ID3317;-0,03516;0,527335779;-0,5039;0,0001395;0,0298387;0,0000560;4,1038;27,8148;79,5056;620;645333;15,6;101;0,156508345
Jawa Tengah;Pati;ID3318;-0,09766;0,51952134;-0,4961;0,0001390;0,0297110;0,0000537;6,2120;27,8269;80,2326;841;1324188;10,08;311;0,234860911
Jawa Tengah;Kudus;ID3319;-0,11328;0,542969138;-0,5117;0,0001457;0,0302018;0,0000540;7,6309;27,9343;80,0346;1.893;849184;7,31;215;0,253184233
Jawa Tengah;Jepara;ID3320;-0,19142;0,667974341;-0,6133;0,0001303;0,0299785;0,0000541;8,8547;27,8273;80,2406;1.160;1184947;7,17;198;0,167096081
Jawa Tengah;Demak;ID3321;-0,07421;0,425784482;-0,4258;0,0001566;0,0311203;0,0000550;6,6640;28,7348;77,8079;1.228;1203956;12,54;129;0,107146773
Jawa Tengah;Semarang;ID3322;-0,19923;0,691423942;-0,6133;0,0001467;0,0282736;0,0000537;8,0614;26,1388;82,3033;1.032;1053094;7,51;140;0,132941599
Jawa Tengah;Temanggung;ID3323;-0,26175;0,761745453;-0,6680;0,0001200;0,0275728;0,0000512;9,1887;24,8741;85,6076;911;790174;9,96;174;0,220204664
Jawa Tengah;Kendal;ID3324;-0,21486;0,675796771;-0,6055;0,0001615;0,0308042;0,0000577;9,0521;27,4059;81,5224;1.007;1018505;9,99;122;0,119783408
Jawa Tengah;Batang;ID3325;-0,27738;0,769571357;-0,6680;0,0001549;0,0299240;0,0000560;10,5402;26,3010;83,7365;932;801718;9,13;74;0,092301782
Jawa Tengah;Pekalongan;ID3326;-0,26956;0,730531474;-0,6212;0,0001558;0,0298297;0,0000547;12,7413;26,1079;84,4882;1.087;968821;10,19;111;0,114572248
Jawa Tengah;Pemalang;ID3327;-0,19142;0,605464707;-0,5508;0,0001493;0,0303149;0,0000525;11,2098;26,4644;84,0384;1.290;1471489;16,02;141;0,095821308
Jawa Tengah;Tegal;ID3328;-0,15236;0,582032341;-0,5352;0,0001503;0,0306811;0,0000536;10,1889;26,9515;84,1743;1.618;1596996;8,14;196;0,122730426
Jawa Tengah;Brebes;ID3329;-0,17579;0,582031236;-0,5273;0,0001396;0,0306012;0,0000518;9,4976;27,0933;84,9003;1.132;1978759;17,03;252;0,127352548
Jawa Tengah;Kota Magelang;ID3371;0,03320;0,371083673;-0,3868;0,0001241;0,0287604;0,0000560;8,6120;25,2415;87,5290;6.533;121526;7,58;175;1,440021065
Jawa Tengah;Kota Surakarta;ID3372;0,12112;0,222615798;-0,2695;0,0001738;0,0311848;0,0000635;6,1312;27,3532;81,4095;11.184;522364;9,03;349;0,668116486
Jawa Tengah;Kota Salatiga;ID3373;-0,14454;0,613246089;-0,5664;0,0001491;0,0276380;0,0000539;8,0870;25,4147;83,3711;3.485;192322;4,94;172;0,894333462
Jawa Tengah;Kota Semarang;ID3374;-0,08204;0,480453966;-0,4649;0,0001567;0,0310410;0,0000617;8,4169;28,0610;78,3290;4.458;1653524;4,34;659;0,398542749
Jawa Tengah;Kota Pekalongan;ID3375;-0,02731;0,26168777;-0,3477;0,0001629;0,0317831;0,0000556;8,9436;28,1721;82,3641;6.630;307150;7,17;133;0,433013186
Jawa Tengah;Kota Tegal;ID3376;-0,00391;0,222577578;-0,3008;0,0001661;0,0320771;0,0000565;5,7960;28,3235;81,6307;6.989;273825;7,8;110;0,401716425
Daerah Istimewa Yogyakarta;Kulon Progo;ID3401;-0,22268;0,70708395;-0,6133;0,0001243;0,0292138;0,0000474;7,0968;26,3518;84,4247;743;437373;18,01;197;0,450416464
Daerah Istimewa Yogyakarta;Bantul;ID3402;-0,16018;0,605473053;-0,5430;0,0001189;0,0287541;0,0000484;7,3762;26,8088;83,7120;1.939;1036489;13,5;518;0,499764107
Daerah Istimewa Yogyakarta;Gunung Kidul;ID3403;-0,08202;0,613281432;-0,5742;0,0001085;0,0280983;0,0000460;6,3921;26,6057;83,3388;503;758316;17,07;209;0,275610695
Daerah Istimewa Yogyakarta;Sleman;ID3404;-0,16019;0,589839477;-0,5351;0,0001467;0,0293672;0,0000537;8,2627;26,0279;85,2550;1.952;1248258;8,12;1599;1,280985181
Daerah Istimewa Yogyakarta;Kota Yogyakarta;ID3471;0,14455;0,222591701;-0,2851;0,0001531;0,0296026;0,0000531;8,1233;26,7327;84,5109;11.535;438761;7,27;697;1,588564161
Jawa Timur;Pacitan;ID3501;-0,19923;0,75393496;-0,6680;0,0000932;0,0268983;0,0000441;7,3454;25,5899;84,3010;422;586110;14,54;89;0,151848629
Jawa Timur;Ponorogo;ID3502;-0,14454;0,652352827;-0,5977;0,0001133;0,0274456;0,0000480;5,9315;25,3944;84,7923;727;949318;9,95;147;0,154848007
Jawa Timur;Trenggalek;ID3503;-0,26174;0,777402263;-0,6758;0,0000860;0,0269085;0,0000436;7,7389;25,5579;84,3432;637;731125;11,62;98;0,134040007
Jawa Timur;Tulungagung;ID3504;-0,19923;0,667975518;-0,5977;0,0001038;0,0278831;0,0000451;5,8145;26,0049;83,5806;1.032;1089775;7,33;231;0,211970361
Jawa Timur;Blitar;ID3505;-0,21486;0,699225781;-0,6211;0,0000975;0,0279405;0,0000456;7,0579;25,9023;83,8476;916;1223745;9,33;184;0,150358122
Jawa Timur;Kediri;ID3506;-0,21486;0,683611777;-0,6133;0,0001385;0,0292505;0,0000536;6,7664;25,5293;83,4230;1.180;1635294;11,4;256;0,156546774
Jawa Timur;Malang;ID3507;-0,26175;0,761754899;-0,6680;0,0000976;0,0269354;0,0000451;7,4245;24,9930;84,6017;752;2654448;10,15;345;0,129970525
Jawa Timur;Lumajang;ID3508;-0,27737;0,761756629;-0,6602;0,0000938;0,0272621;0,0000441;7,2140;25,4375;85,1996;625;1119251;9,83;141;0,125977104
Jawa Timur;Jember;ID3509;-0,26173;0,761744964;-0,6524;0,0001034;0,0276622;0,0000437;6,4411;25,6972;84,9973;820;2536729;10,09;282;0,111166782
Jawa Timur;Banyuwangi;ID3510;-0,28518;0,785214878;-0,6680;0,0000892;0,0267798;0,0000407;6,2982;26,2508;84,5317;295;1708114;8,06;316;0,184999362
Jawa Timur;Bondowoso;ID3511;-0,22268;0,707031098;-0,6289;0,0001053;0,0264201;0,0000465;5,7682;24,5191;83,3573;509;776151;14,17;88;0,11338
Jawa Timur;Situbondo;ID3512;-0,15236;0,636725515;-0,5899;0,0001185;0,0272663;0,0000481;3,5929;26,9512;79,4227;411;685967;12,22;96;0,139948423
Jawa Timur;Probolinggo;ID3513;-0,23830;0,722676964;-0,6367;0,0001340;0,0274249;0,0000595;5,3783;25,4237;81,4252;679;1152537;18,61;110;0,095441621
Jawa Timur;Pasuruan;ID3514;-0,19143;0,636728661;-0,5742;0,0001503;0,0286071;0,0000615;5,6163;25,6378;78,7726;1.090;1605969;9,26;184;0,114572573
Jawa Timur;Sidoarjo;ID3515;-0,12894;0,355487963;-0,3477;0,0001543;0,0294731;0,0000625;5,9523;27,8578;74,9834;3.283;2082801;5,59;589;0,282792259
Jawa Timur;Mojokerto;ID3516;-0,16018;0,566399941;-0,5117;0,0001587;0,0300686;0,0000644;6,9543;25,8081;79,7693;1.559;1119209;10,57;192;0,171549728
Jawa Timur;Jombang;ID3517;-0,17580;0,613277285;-0,5430;0,0001663;0,0308354;0,0000612;6,0660;26,5551;80,5275;1.182;1318062;9,94;248;0,188155034
Jawa Timur;Nganjuk;ID3518;-0,13671;0,63673167;-0,5821;0,0001471;0,0302866;0,0000542;6,3925;26,2633;81,4690;902;1103902;11,62;202;0,182987258
Jawa Timur;Madiun;ID3519;-0,10547;0,605485866;-0,5664;0,0001376;0,0298637;0,0000529;6,4647;25,9543;82,6774;717;744350;11,46;104;0,139719218
Jawa Timur;Magetan;ID3520;-0,13674;0,605481703;-0,5664;0,0001352;0,0281290;0,0000504;6,1274;25,6914;81,6253;974;670812;10,35;95;0,141619411
Jawa Timur;Ngawi;ID3521;-0,09765;0,566410149;-0,5195;0,0001391;0,0297080;0,0000522;6,6010;27,0279;78,5621;671;870057;15,44;181;0,208032347
Jawa Timur;Bojonegoro;ID3522;-0,06640;0,535146245;-0,5039;0,0001399;0,0301115;0,0000536;6,3186;27,2777;78,8532;592;1301635;12,87;221;0,169786461
Jawa Timur;Tuban;ID3523;-0,01953;0,503880847;-0,4961;0,0001428;0,0298537;0,0000578;4,9549;27,5898;79,2114;653;1198012;15,91;143;0,119364414
Jawa Timur;Lamongan;ID3524;-0,12108;0,472661634;-0,4570;0,0001500;0,0301020;0,0000597;6,0248;27,7850;77,1576;754;1344165;13,85;219;0,162926426
Jawa Timur;Gresik;ID3525;-0,16015;0,410155322;-0,4102;0,0001502;0,0293639;0,0000652;5,7053;28,0841;77,2864;1.101;1311215;12,4;297;0,226507476
Jawa Timur;Bangkalan;ID3526;-0,07421;0,558588186;-0,5273;0,0001123;0,0283891;0,0000500;5,5105;28,2989;77,0514;1.059;1060377;20,56;110;0,10373669
Jawa Timur;Sampang;ID3527;-0,03515;0,472650475;-0,4727;0,0001018;0,0280582;0,0000468;5,3202;28,3410;77,5771;786;969694;22,78;79;0,081468999
Jawa Timur;Pamekasan;ID3528;-0,01172;0,425772541;-0,4492;0,0000903;0,0275490;0,0000451;5,5926;28,2430;76,7287;1.073;850057;14,6;133;0,156460096
Jawa Timur;Sumenep;ID3529;-0,06639;0,527329705;-0,5352;0,0000856;0,0276269;0,0000423;5,4213;28,4102;77,0628;563;1124436;20,18;88;0,078261457
Jawa Timur;Kota Kediri;ID3571;-0,13673;0,582087615;-0,5352;0,0001580;0,0299550;0,0000550;5,2300;25,9911;82,6222;4.524;286796;7,69;195;0,679925801
Jawa Timur;Kota Blitar;ID3572;-0,06834;0,498043425;-0,4668;0,0000983;0,0282791;0,0000477;6,0759;25,8884;83,7395;4.579;149149;7,78;125;0,838088086
Jawa Timur;Kota Malang;ID3573;-0,00397;0,378951987;-0,3867;0,0001466;0,0278817;0,0000560;6,8061;25,3084;84,7737;5.808;843810;4,44;438;0,519074199
Jawa Timur;Kota Probolinggo;ID3574;-0,13677;0,543025999;-0,5196;0,0001499;0,0287443;0,0000635;4,0260;27,7248;79,0458;4.229;239649;7,43;131;0,546632784
Jawa Timur;Kota Pasuruan;ID3575;-0,12891;0,394525826;-0,3946;0,0001631;0,0292659;0,0000636;6,0168;27,7842;76,6265;5.894;208006;6,66;96;0,461525148
Jawa Timur;Kota Mojokerto;ID3576;-0,00382;0,331984207;-0,3320;0,0001681;0,0309362;0,0000696;6,5590;27,5657;78,5953;6.553;132434;6,24;111;0,838153344
Jawa Timur;Kota Madiun;ID3577;0,01958;0,371096717;-0,3867;0,0001644;0,0300872;0,0000561;6,1185;26,7510;81,4752;5.754;195175;4,98;155;0,794159088
Jawa Timur;Kota Surabaya;ID3578;0,01953;0,183552916;-0,2383;0,0001470;0,0289968;0,0000696;6,5280;28,1637;75,1801;8.200;2874314;5,02;1.084;0,377133466
Jawa Timur;Kota Batu;ID3579;-0,22268;0,738321039;-0,6524;0,0000903;0,0249876;0,0000456;7,2580;22,1218;84,1398;1.558;213046;3,89;104;0,488157487
Banten;Pandeglang;ID3601;-0,28519;0,777421389;-0,6681;0,0001465;0,0305657;0,0000509;9,2903;27,1003;82,7704;463;1270090;9,92;182;0,143296932
Banten;Lebak;ID3602;-0,26175;0,777436153;-0,6602;0,0001673;0,0300753;0,0000612;10,6259;25,7172;84,9832;405;1383540;9,24;335;0,242132501
Banten;Tangerang;ID3603;-0,12111;0,386723942;-0,3711;0,0002398;0,0342840;0,0000950;6,3576;27,4969;79,0225;3.208;3236700;6,23;1670;0,515957611
Banten;Serang;ID3604;-0,24613;0,582020366;-0,5117;0,0002075;0,0329108;0,0000797;6,5967;27,3641;82,4213;936;1618360;4,94;367;0,226772782
Banten;Kota Tangerang;ID3671;0,04299;0,183555123;-0,2070;0,0002669;0,0345848;0,0001211;5,2229;27,7491;78,2855;12.314;1891400;5,22;1860;0,983398541
Banten;Kota Cilegon;ID3672;-0,12112;0,503883957;-0,4649;0,0002029;0,0335010;0,0000984;6,0766;27,8163;82,2807;2.478;433760;3,69;427;0,984415345
Banten;Kota Serang;ID3673;-0,19142;0,511698612;-0,4727;0,0002107;0,0328904;0,0000846;5,8689;27,6484;82,8290;2.595;689410;6,06;377;0,546844403
Banten;Kota Tangerang Selatan;ID3674;0,01954;0,300765613;-0,3242;0,0002537;0,0341102;0,0001268;7,1540;27,5569;79,0400;9.201;1351310;2,29;1849;1,36830187
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
